"Category type","Category type"
"Enable virtual category","Enable virtual category"
"Yes","Yes"
"No","No"
"Virtual condition","Virtual condition"
"Product selection","Product selection"
"Only in stock products","Only in stock products"
"Only products with images","Only products with images"
"Only discounted products","Only discounted products"
"Only new products","Only new products"
